,t,values
82,1.6400000000000001,4.48372421592462
83,1.6600000000000001,4.071559842323866
84,1.68,3.3555510783340163
85,1.7,1.9997566438885779
86,1.72,-0.758080402218803
87,1.74,-0.8648110802944902
88,1.76,-1.108113757956526
89,1.78,-3.1120814144987343
90,1.8,-2.556870549759781
91,1.82,-6.161196032049029
92,1.84,-3.597412146784727
93,1.86,-6.076017843251108
94,1.8800000000000001,-4.6959493172393545
95,1.9000000000000001,-5.543645611329575
96,1.92,-3.169517176241195
97,1.94,-1.7250923553538562
98,1.96,-1.6120722690189042
99,1.98,0.17639093380989
100,2.0,0.28074744012180886
101,2.02,3.200849991491262
102,2.04,2.3710812434732595
103,2.06,4.579105705856887
104,2.08,5.278979137934016
105,2.1,6.261087864944798
106,2.12,5.5333515192498375
107,2.14,2.9286772737898787
108,2.16,3.326554142648332
109,2.18,4.7136245892281705
110,2.2,0.9530940224100873
111,2.22,1.8013362429773796
112,2.24,0.24066654302425905
113,2.2600000000000002,-0.7177650111522758
114,2.2800000000000002,-2.440358748259076
115,2.3000000000000003,-4.129847879090161
116,2.32,-4.753338159000761
117,2.34,-5.133028148940024
118,2.36,-5.997122185260406
119,2.38,-5.240804500673169
120,2.4,-3.2330199486738858
121,2.42,-3.5398374613653907
122,2.44,-2.7226092645504023
123,2.46,-1.9088941859642667
124,2.48,1.1526471369792477
125,2.5,-0.3354950468134359
126,2.52,3.1541541858860596
127,2.54,2.7371231324454266
128,2.56,5.324030217950356
129,2.58,4.853214397148835
130,2.6,3.8846065484115604
131,2.62,4.034165977421684
132,2.64,5.057560573952114
133,2.66,3.388926348307481
134,2.68,3.035714275745035
135,2.7,1.852252545403847
136,2.72,-0.20701616681111168
137,2.74,-0.2813100639300648
138,2.7600000000000002,-2.2394067346558124
139,2.7800000000000002,-3.280788903193171
140,2.8000000000000003,-5.438220080050195
141,2.82,-4.53851727614894
142,2.84,-5.322693435079669
143,2.86,-5.243348467163616
144,2.88,-4.547941606965819
145,2.9,-3.923452496267243
146,2.92,-3.050409616168319
147,2.94,-1.357264663281823
148,2.96,-1.4276880445012385
149,2.98,0.0999582288977918
150,3.0,1.0666480104202678
151,3.02,3.5994919875608886
152,3.04,4.32808462806397
153,3.06,4.940921340808012
154,3.08,5.99651339270411
155,3.1,5.447814738686392
156,3.12,5.1795936340530515
157,3.14,4.664972542961701
158,3.16,3.671088324320678
159,3.18,2.6226618019165526
160,3.2,2.7256037269337834
161,3.22,0.8027200207182442
162,3.24,-1.6365726840067545
163,3.2600000000000002,-1.535897148773955
164,3.2800000000000002,-3.2689775935033514
165,3.3000000000000003,-3.8790140324739806
166,3.3200000000000003,-5.1391155434172
167,3.34,-4.401567261370803
168,3.36,-4.9613031415958915
169,3.38,-5.603595915888493
170,3.4,-5.940336196195982
171,3.42,-2.7705540740125705
172,3.44,-1.2726553942247618
173,3.46,-0.341534236515609
174,3.48,0.6748780633347022
175,3.5,1.0904194433024765
176,3.52,0.755423356144403
177,3.54,3.9506763944595944
178,3.56,3.621820575786835
179,3.58,5.5965971194689175
180,3.6,5.373844280237628
181,3.62,4.295555799624679
182,3.64,2.5933690656960406
183,3.66,4.816746448173322
184,3.68,1.425404977415863
185,3.7,1.6887540114876485
186,3.72,1.2022109978025042
187,3.74,-1.1366508297236653
188,3.7600000000000002,-3.1057864447566423
189,3.7800000000000002,-1.5250087196510462
190,3.8000000000000003,-4.041853800931452
191,3.8200000000000003,-4.072835414835584
192,3.84,-4.453096603326631
193,3.86,-4.03901136235351
194,3.88,-3.3669019978500794
195,3.9,-4.325584965568594
196,3.92,-2.154702087853411
197,3.94,-2.6369179961207703
198,3.96,-1.5960638099359366
199,3.98,-0.39233270511637874
